,City,City Latitude,City Longitude,Hospital
3065,Newbury Park,34.17,-118.95,Mission Oaks Veterinary Clinic
3066,Newbury Park,34.17,-118.95,Las Posas Veterinary Medical Center
3067,Newbury Park,34.17,-118.95,VSEC - Veterinary Specialty and Emergency Center of Thousand Oaks
3068,Newbury Park,34.17,-118.95,Caring Hands Veterinary Hospital
3069,Newbury Park,34.17,-118.95,The Village Veterinary Hospital
3070,Newbury Park,34.17,-118.95,Camarosa Veterinary Clinic
3071,Newbury Park,34.17,-118.95,Maulhardt Equine Veterinary Services
3072,Newbury Park,34.17,-118.95,At Home Veterinary Care - Bradley Patterson DVM
3073,Newbury Park,34.17,-118.95,Valley Veterinary Clinic
3074,Newbury Park,34.17,-118.95,Town Veterinary
3075,Newbury Park,34.17,-118.95,Moorpark Veterinary Hospital
3076,Newbury Park,34.17,-118.95,Oak Park Veterinary Hospital
3213,Box Canyon,34.22,-118.59,Veterinary Angels Medical Center
3230,Box Canyon,34.22,-118.59,Rancho Sequoia Veterinary Hospital
3231,Box Canyon,34.22,-118.59,Alamo Veterinary Clinic
3236,Box Canyon,34.22,-118.59,National veterinary associates
3237,Box Canyon,34.22,-118.59,National Veterinary Associates (NVA)
3279,Upland,34.1,-117.66,Inland Valley Veterinary Specialists & Emergency Center
3280,Upland,34.1,-117.66,Mountain View Veterinary Hospital
3281,Upland,34.1,-117.66,College Of Veterinary Medicine at Western University
3282,Upland,34.1,-117.66,Ontario Veterinary Hospital
3284,Upland,34.1,-117.66,Claremont veterinary hospital
3286,Upland,34.1,-117.66,Golden Oaks Veterinary Hospital
3288,Upland,34.1,-117.66,Euclid Veterinary Hospital
3289,Upland,34.1,-117.66,Chino Veterinary Hospital
3290,Upland,34.1,-117.66,Citrus Veterinary Clinic
3293,Upland,34.1,-117.66,Payne Ranch Veterinary Clinic
3294,Upland,34.1,-117.66,PET DEPOT Franchises
3559,San Diego,32.75,-117.07,Judy veterinary clinic
3573,San Diego,32.75,-117.07,Agape Veterinary Hospital
3579,San Diego,32.75,-117.07,"Bastet Veterinary Hospital, Inc."
4338,Los Angeles,34.04,-118.18,Crown city veterinary medical group
4501,Thousand Oaks,34.21,-118.88,Town Veterinary Medical Center
4582,Los Angeles,34.1,-118.22,Crescenta Valley Veterinary Hospital
5050,West Covina,34.06,-117.94,Dr. Domotor's Animal House Veterinary Hospital
5051,West Covina,34.06,-117.94,Huntington Veterinary Hospital
5052,West Covina,34.06,-117.94,Glendora Veterinary Clinic
5060,West Covina,34.06,-117.94,Huntington Vet Hos
5178,San Mateo,37.54,-122.3,S.A.G.E Centers Veterinary Specialty & Emergency Care
5179,San Mateo,37.54,-122.3,Veterinary Vision San Carlos
5180,San Mateo,37.54,-122.3,Woodside Veterinary Clinic
5184,San Mateo,37.54,-122.3,sequoia veterinary hospital
5188,San Mateo,37.54,-122.3,Half Moon Bay Veterinary Hospital
5189,San Mateo,37.54,-122.3,Village Square Veterinary Hospital
5190,San Mateo,37.54,-122.3,Coastside Veterinary Clinic
5192,San Mateo,37.54,-122.3,Portola Valley Veterinary Hospital
5193,San Mateo,37.54,-122.3,Village Square Vet Hospital
5860,Roseville,38.76,-121.28,Atlantic Street Veterinary Pet Emergency Hospital
5861,Roseville,38.76,-121.28,Arbor View Veterinary Clinic
5862,Roseville,38.76,-121.28,Veterinary Healing Center
5864,Roseville,38.76,-121.28,Family Friends Veterinary Hospital
5865,Roseville,38.76,-121.28,Pet Care Veterinary Clinic
5866,Roseville,38.76,-121.28,VCA Loomis Basin Veterinary Clinic
5867,Roseville,38.76,-121.28,Dry Creek Veterinary Center
5868,Roseville,38.76,-121.28,West Roseville Veterinary Hospital
5869,Roseville,38.76,-121.28,Cirby Sunrise Veterinary Clinic
5870,Roseville,38.76,-121.28,Rocklin Ranch Veterinary Hospital
5871,Roseville,38.76,-121.28,Loomis Basin Small Animal Veterinary Clinic
5872,Roseville,38.76,-121.28,Douglas Blvd Veterinary Clinic
5873,Roseville,38.76,-121.28,VCA  Veterinary Clinic
5874,Roseville,38.76,-121.28,Cats Only Veterinary Hospital
5875,Roseville,38.76,-121.28,Johnson Ranch Veterinary Clinic
5876,Roseville,38.76,-121.28,Elkhorn Plaza Veterinary Clinic
5879,Roseville,38.76,-121.28,Meridian Veterinary Care
5880,Roseville,38.76,-121.28,Madison Avenue Veterinary Clinic
5881,Roseville,38.76,-121.28,Oaks Village Veterinary Hospital
5882,Roseville,38.76,-121.28,Sterling Pointe Veterinary
5883,Roseville,38.76,-121.28,Folsom Veterinary Hospital
5885,Roseville,38.76,-121.28,Akaal Pet Hospital
5886,Roseville,38.76,-121.28,Critter Creek Vet
5887,Roseville,38.76,-121.28,Folsom Vet Hospital
5897,Citrus Heights,38.69,-121.26,Veterinary Medical Center Folsom
5899,Citrus Heights,38.69,-121.26,Veterinary Care Of America
5901,Citrus Heights,38.69,-121.26,California Veterinary Medical Association
5902,Citrus Heights,38.69,-121.26,Integrative Veterinary
5911,Citrus Heights,38.69,-121.26,Veterinary Insurance Services company
5914,Citrus Heights,38.69,-121.26,USDA Veterinary Services
5918,Citrus Heights,38.69,-121.26,VCA Sacramento Veterinary Referral Center
5919,Citrus Heights,38.69,-121.26,Cordova Veterinary Hospital
5920,Citrus Heights,38.69,-121.26,El Camino Veterinary Hospital
5921,Citrus Heights,38.69,-121.26,Sacramento Veterinary Dental Services
5924,Citrus Heights,38.69,-121.26,Integrative Veterinary Center
5925,Citrus Heights,38.69,-121.26,Pacific Veterinary Conference Marketing Department
5926,Citrus Heights,38.69,-121.26,Spencer & Co. Mobile Veterinary Clinic
5967,San Diego,32.79,-117.23,Pacific Beach Veterinary Clinic
5973,San Diego,32.79,-117.23,Veterinary Specialty Hospital
5989,San Diego,32.79,-117.23,La Jolla Veterinary Hospital
5994,San Diego,32.79,-117.23,Wind N Sea Veterinary Clinic
5998,San Diego,32.79,-117.23,Colony Veterinary Clinic
6003,San Diego,32.79,-117.23,UC Veterinary Medical Center
6006,San Diego,32.79,-117.23,Center Veterinary Clinic
6007,San Diego,32.79,-117.23,MCAS Veterinary Clinic
6150,Riverside,33.93,-117.49,Sacred Hearts Veterinary Hospital
6152,Riverside,33.93,-117.49,Corona Community Veterinary Hospital
7659,Bakersfield,35.33,-119.02,Bakersfield Veterinary Hospital
7660,Bakersfield,35.33,-119.02,San Joaquin Veterinary
7661,Bakersfield,35.33,-119.02,Southwest Veterinary Hospital
7662,Bakersfield,35.33,-119.02,Allen Road Veterinary
7663,Bakersfield,35.33,-119.02,Stockdale Veterinary Hospital
7664,Bakersfield,35.33,-119.02,Mt. Vernon Veterinary Hospital
7665,Bakersfield,35.33,-119.02,Stine Veterinary Hospital
7666,Bakersfield,35.33,-119.02,Cooke's Veterinary Hospital
7667,Bakersfield,35.33,-119.02,Stiern Veterinary Hospital
7668,Bakersfield,35.33,-119.02,Department Of Defense Veterinary Unit
7669,Bakersfield,35.33,-119.02,Nile Point Veterinary Hospital
7670,Bakersfield,35.33,-119.02,North of the River Veterinary Hospital
7671,Bakersfield,35.33,-119.02,Thurman Veterinary
7685,Rohnert Park,38.34,-122.7,North Park Veterinary
7686,Rohnert Park,38.34,-122.7,Rohnert Park Veterinary Clinic
7687,Rohnert Park,38.34,-122.7,La Plaza Veterinary Clinic
7688,Rohnert Park,38.34,-122.7,Blue Sky Veterinary Hospital
7689,Rohnert Park,38.34,-122.7,Wise & Wonderful Integrative Veterinary Center
7690,Rohnert Park,38.34,-122.7,Veterinary Healing Arts
7691,Rohnert Park,38.34,-122.7,Larkfield Veterinary
7692,Rohnert Park,38.34,-122.7,Petaluma Veterinary Hospital
7693,Rohnert Park,38.34,-122.7,Redwood Veterinary Clinic
7696,Rohnert Park,38.34,-122.7,VCA PetCare East Veterinary Hospital
7697,Rohnert Park,38.34,-122.7,Pet Care Veterinary Hospital
7698,Rohnert Park,38.34,-122.7,Laguna Veterinary Hospital
7699,Rohnert Park,38.34,-122.7,Humane Society Veterinary Hospital
7700,Rohnert Park,38.34,-122.7,Washington Square Veterinary Clinic
7701,Rohnert Park,38.34,-122.7,All Tails Wagging Veterinary Clinic
7702,Rohnert Park,38.34,-122.7,Santa Rosa Veterinary Hospital
7703,Rohnert Park,38.34,-122.7,Animal Kingdom Veterinary Hospital
7704,Rohnert Park,38.34,-122.7,VCA PerCare West Veterinary Hospital
7705,Rohnert Park,38.34,-122.7,Brandner Veterinary Hospital
7706,Rohnert Park,38.34,-122.7,Heritage Veterinary Hospital
7708,Rohnert Park,38.34,-122.7,Analy Veterinary Hospital
7709,Rohnert Park,38.34,-122.7,Montecito Veterinary Clinic
7710,Rohnert Park,38.34,-122.7,VCA Larkfield Animal Hospital
7821,Fresno,36.84,-119.82,Palm Bluff Veterinary Hospital
7822,Fresno,36.84,-119.82,Dog & Cat Veterinary Clinic
7823,Fresno,36.84,-119.82,Fresno Veterinary Specialty & Emergency Services
7824,Fresno,36.84,-119.82,Bullard-Marks Veterinary Hospital
7825,Fresno,36.84,-119.82,Yun Veterinary Hospital
7827,Fresno,36.84,-119.82,Cedar Veterinary Hospital
7828,Fresno,36.84,-119.82,San Joaquin Veterinary Hospital
7829,Fresno,36.84,-119.82,Shaw Veterinary Hospital
7830,Fresno,36.84,-119.82,Care Veterinary Hospital
7831,Fresno,36.84,-119.82,Adobe Mobile Veterinary Services
7833,Fresno,36.84,-119.82,Clovis Veterinary Hospital
7834,Fresno,36.84,-119.82,Country Veterinary Clinic
7835,Fresno,36.84,-119.82,Dr. Suda @ Olive Veterinary Hospital
7836,Fresno,36.84,-119.82,Dr. Ned E. Eib Veterinary
7837,Fresno,36.84,-119.82,Kings Canyon Veterinary Hospital
7838,Fresno,36.84,-119.82,Dr. Hagus Veterinary Clinic
7857,San Clemente,33.42,-117.62,San Clemente Veterinary
7858,San Clemente,33.42,-117.62,Veterinary Housecalls
7859,San Clemente,33.42,-117.62,Veterinary Medical and Surgical Group
7860,San Clemente,33.42,-117.62,Camino Veterinary Clinic
7861,San Clemente,33.42,-117.62,Alicia Pacific Veterinary Clinic
7862,San Clemente,33.42,-117.62,Estrella Veterinary Hospital
7863,San Clemente,33.42,-117.62,Pico Vet
7864,San Clemente,33.42,-117.62,Pacific Coast Veterinary Hospital
7865,San Clemente,33.42,-117.62,Dana Niguel Veterinary Hospital
7866,San Clemente,33.42,-117.62,Capistrano Veterinary Clinic
7867,San Clemente,33.42,-117.62,"Vet, Medical & Surgical"
7868,San Clemente,33.42,-117.62,Monarch Veterinary Hospital
7870,San Clemente,33.42,-117.62,South Coast Veterinary Hospital
7871,San Clemente,33.42,-117.62,Alicia Pacific Veterinary Center
7872,San Clemente,33.42,-117.62,Laguna Grove Veterinary Hospital
7873,San Clemente,33.42,-117.62,Laguna Grove veterinary
7874,San Bernardino,34.1,-117.27,Veterinary Integrative Center
7875,San Bernardino,34.1,-117.27,Highland Avenue Veterinary Clinic
7876,San Bernardino,34.1,-117.27,Northside Veterinary Clinic
8863,Newport Beach,33.62,-117.87,Arch Beach Veterinary Clinic
9133,Santa Clarita,34.43,-118.51,Cinema Veterinary Centre
9134,Santa Clarita,34.43,-118.51,V.I.P. Veterinary
9135,Santa Clarita,34.43,-118.51,Stevenson Ranch Veterinary Center
9136,Santa Clarita,34.43,-118.51,Valencia Veterinary Center
9137,Santa Clarita,34.43,-118.51,Canyon Country Veterinary Hospital
9138,Santa Clarita,34.43,-118.51,Sierra Veterinary Clinic
9139,Santa Clarita,34.43,-118.51,Adobe Veterinary Hospital
9140,Santa Clarita,34.43,-118.51,Pet Stop Veterinary Outpatient Service
9141,Santa Clarita,34.43,-118.51,Happy Pets Veterinary Center
9143,Santa Clarita,34.43,-118.51,Golden State Veterinary Care
9408,Fresno,36.74,-119.75,Academy Veterinary
9409,Fresno,36.74,-119.75,Troy S Ford Veterinary Surgery Center
9410,Oceanside,33.18,-117.29,Tri City Veterinary Clinic
9411,Oceanside,33.18,-117.29,Shadowridge Veterinary Hospital
9413,Oceanside,33.18,-117.29,Veterinary Treatment Facility
9414,Oceanside,33.18,-117.29,Melrose Veterinary Hospital
9415,Oceanside,33.18,-117.29,Vista Veterinary Hospital
9416,Oceanside,33.18,-117.29,Oceanside Veterinary Hospital
9417,Oceanside,33.18,-117.29,Fire Mountain Veterinary Hospital
9418,Oceanside,33.18,-117.29,Pearson & Nespor Veterinary
9420,Oceanside,33.18,-117.29,Oceanside Veterinary
9421,Oceanside,33.18,-117.29,ABC Veterinary Hospital
9422,Oceanside,33.18,-117.29,San Marcos Veterinary Clinic
9423,Oceanside,33.18,-117.29,Camp Pendleton Veterinary Treatment Facility
9424,Oceanside,33.18,-117.29,The Drake Center for Veterinary Care
9426,Oceanside,33.18,-117.29,Evans Mobile Veterinary Care
9427,Oceanside,33.18,-117.29,Pacific Coast Veterinary Dentistry & Oral Surgery
9429,Oceanside,33.18,-117.29,Encinitas Village Veterinary Clinic
9430,Oceanside,33.18,-117.29,Camp Pendleton Vet
9688,Sacramento,38.61,-121.49,Broadway Veterinary Hospital
9690,Sacramento,38.61,-121.49,Del Paso Veterinary Clinic
9695,Sacramento,38.61,-121.49,Discovery Animal Hospital
9696,Sacramento,38.61,-121.49,Veterinary Technology
9697,Sacramento,38.61,-121.49,"Veterinary Specialty Group-Emergency & Referral Center, Inc."
9698,Sacramento,38.61,-121.49,Dr. Murray Fowler Veterinary Hospital
9699,Sacramento,38.61,-121.49,Natomas Veterinary Hospital
9700,Sacramento,38.61,-121.49,Jefferson Park Veterinary Clinic
9707,Sacramento,38.61,-121.49,Rio Linda Veterinary Clinic
9710,Sacramento,38.61,-121.49,Southgate Veterinary Hospital
9948,Spg Valley Lk,34.48,-117.36,High Desert Veterinary Care
9950,Spg Valley Lk,34.48,-117.36,VV VETERINARY HESPERIA ROAD
9954,Santa Cruz,36.97,-121.98,Santa Cruz Veterinary Hospital
9955,Santa Cruz,36.97,-121.98,Pacific Veterinary Specialists & Emergency Service
9956,Santa Cruz,36.97,-121.98,Capitola Veterinary Hospital
9957,Santa Cruz,36.97,-121.98,Chanticleer Veterinary Hospital
9958,Santa Cruz,36.97,-121.98,Harbor Veterinary Hospital
9959,Santa Cruz,36.97,-121.98,Mount Hermon Veterinary Clinic
9960,Santa Cruz,36.97,-121.98,All Pets Veterinary Clinic
9961,Santa Cruz,36.97,-121.98,Aquatic Veterinary Services of Northern California
9963,Santa Cruz,36.97,-121.98,Scotts Valley Veterinary Clinic
9964,Santa Cruz,36.97,-121.98,Felton Veterinary Hospital
11016,Citrus Heights,38.68,-121.22,Marketplace Veterinary Hospital
11059,Concord,38.0,-122.03,Four Corners Veterinary Hospitals
11060,Concord,38.0,-122.03,Sage Veterinary Specialty & Emergency Care
11061,Concord,38.0,-122.03,Valley Veterinary
11062,Concord,38.0,-122.03,Muir Oaks Veterinary Hospital
11063,Concord,38.0,-122.03,Diablo View Veterinary Medical Hospital
11064,Concord,38.0,-122.03,Veterinary Healing and Imaging
11065,Concord,38.0,-122.03,Apollo Veterinary Hospital
11066,Concord,38.0,-122.03,Mt. Diablo Veterinary Medical Center
11068,Concord,38.0,-122.03,Hillcrest Veterinary Hospital
11069,Concord,38.0,-122.03,Four Corners Veterinary Hospital
11070,Concord,38.0,-122.03,East Bay Veterinary Specialists
11071,Concord,38.0,-122.03,Sunvalley Veterinary
11073,Concord,38.0,-122.03,Walnut Creek Veterinary Hospital
11074,Concord,38.0,-122.03,Pleasant Hill Veterinary Clinic
11075,Concord,38.0,-122.03,Muller Veterinary Hospital
11076,Concord,38.0,-122.03,Geary Veterinary Hospital
11077,Concord,38.0,-122.03,Oasis Veterinary Hospital
11078,Concord,38.0,-122.03,Mt. Diablo Veterinary
11174,Laguna Beach,33.6,-117.71,Portola Plaza Veterinary Hospital
11186,Laguna Beach,33.6,-117.71,Family Member Vet
12330,Stockton,38.02,-121.3,Walker Veterinary Hospital
12331,Stockton,38.02,-121.3,Stockton Veterinary Emergency and Specialty Center
12333,Stockton,38.02,-121.3,Associated Veterinary Emergency Services
12334,Stockton,38.02,-121.3,Pacifc Veterinary Hospital
12335,Stockton,38.02,-121.3,Bear Creek Veterinary Hospital
12337,Stockton,38.02,-121.3,Rosemarie Veterinary
12338,Stockton,38.02,-121.3,American Veterinary Hospital
12340,Stockton,38.02,-121.3,Fremont Veterinary Clinic
12341,Stockton,38.02,-121.3,All creatures veterinary
12342,Stockton,38.02,-121.3,Cherokee Veterinary
12343,Stockton,38.02,-121.3,Lodi Veterinary Hospital
12344,Stockton,38.02,-121.3,Vineyard Veterinary
12345,Stockton,38.02,-121.3,Jim Bergum Veterinary Service Inc
12346,Stockton,38.02,-121.3,Oakwood Veterinary
12636,Vallejo,38.09,-122.25,Redwood Veterinary Hospital
12637,Vallejo,38.09,-122.25,Springs Veterinary Clinic
12639,Vallejo,38.09,-122.25,American Canyon Veterinary Hospital
12640,Vallejo,38.09,-122.25,Animal Care Veterinary Clinic
12641,Vallejo,38.09,-122.25,El Sobrante Veterinary Hospital
12876,Merced,37.29,-120.48,BVS Veterinary Service
12877,Merced,37.29,-120.48,Merced Veterinary Clinic
13543,Stkn,37.96,-121.26,Lathrop Veterinary Center
13843,San Diego,32.82,-117.08,Carmel Mountain Ranch Veterinary Hospital
13860,San Diego,32.82,-117.08,Scripps Ranch Veterinary Hospital
13868,San Diego,32.82,-117.08,Veterinary Imaging Center Of San Diego
13879,San Diego,32.82,-117.08,Paradise Veterinary Hospital
13881,San Diego,32.82,-117.08,Scripps Parkway Veterinary Hospital
13887,San Diego,32.82,-117.08,Advanced Care Veterinary Hospital
13889,San Diego,32.82,-117.08,Jazzercise Mira Mesa
14081,Fruitridge,38.53,-121.44,Vintage Park Veterinary Clinic
14084,Fruitridge,38.53,-121.44,Hatton Veterinary Hospital
14087,Fruitridge,38.53,-121.44,Kittel Family Veterinary Practice
14089,Fruitridge,38.53,-121.44,Laguna Creek Veterinary Hospital
14092,Fruitridge,38.53,-121.44,Just for Cats Veterinary Hospital
14095,Fruitridge,38.53,-121.44,VCA Bradshaw Animal Hospital
14097,Ventura,34.27,-119.16,Veterinary Medical & Surgical Group
14101,Ventura,34.27,-119.16,Ventura Veterinary Hospital
14103,Ventura,34.27,-119.16,Oxnard Veterinary Hospital
14104,Ventura,34.27,-119.16,Venutra Veterinary Hospital
14105,Ventura,34.27,-119.16,Dr. Moore Veterinary Clinic
14108,Ventura,34.27,-119.16,Channel Islands Veterinary Hospital
14109,Ventura,34.27,-119.16,Four Paws Veterinary Clinic
14502,Chico,39.74,-121.83,VCA Valley Oak Veterinary Center
14503,Chico,39.74,-121.83,All About Pets Veterinary Hospital
14504,Chico,39.74,-121.83,Mangrove Veterinary Hospital
14505,Chico,39.74,-121.83,Ever's Veterinary Clinic
14506,Chico,39.74,-121.83,Durham Veterinary Clinic
14507,Chico,39.74,-121.83,Erickson Veterinary Hospital
14508,Chico,39.74,-121.83,North Valley Emergency Veterinary Clinic
14509,Chico,39.74,-121.83,Darling Veterinary Clinic
14510,Monterey,36.6,-121.88,Aguajito Veterinary Hospital
14511,Monterey,36.6,-121.88,Parkview Veterinary Hospital
14512,Monterey,36.6,-121.88,Nichols Veterinary Care
14513,Monterey,36.6,-121.88,Cottage Veterinary Care
14515,Monterey,36.6,-121.88,Natural Veterinary Therapy
14516,Monterey,36.6,-121.88,SPCA for Monterey County Veterinary Clinic
14517,Monterey,36.6,-121.88,VCA Ocean View Animal Hospital
14518,Monterey,36.6,-121.88,Monterey Peninsula Vet
14519,Monterey,36.6,-121.88,Carmel Holistic Veterinary Clinic
15007,San Diego,32.79,-117.06,Lakeside Veterinary Clinic
16999,Sacramento,38.51,-121.44,Grantline Veterinary Hospital
17025,Sacramento,38.51,-121.44,Country Veterinary Hospital
18189,Santa Rosa,38.43,-122.67,Wikiup Veterinary Hospital
18200,Santa Rosa,38.43,-122.67,St. Helena Veterinary Hospital
18219,Carlsbad,33.1,-117.29,Rancho Santa Fe Veterinary Hospital
18223,Carlsbad,33.1,-117.29,Del Mar Heights Veterinary Hospital
18224,Riverbank,37.73,-120.95,River Oak Veterinary Hispital
18225,Riverbank,37.73,-120.95,Sylvan Veterinary
18226,Riverbank,37.73,-120.95,Veterinary Medical Associates
18227,Riverbank,37.73,-120.95,Village Oak Veterinary Hospital
18228,Riverbank,37.73,-120.95,Sylvan Veterinary Hospital
18229,Riverbank,37.73,-120.95,Standiford Veterinary Center
18230,Riverbank,37.73,-120.95,Coffee Road Veterinary Clinic
18231,Riverbank,37.73,-120.95,College Veterinary Hospital
18232,Riverbank,37.73,-120.95,Valley Veterinary hospital
18233,Riverbank,37.73,-120.95,Beckwith Veterinary Hospital
18234,Riverbank,37.73,-120.95,Emergency Veterinary
18235,Riverbank,37.73,-120.95,Empire Veterinary Clinic
18236,Riverbank,37.73,-120.95,Old Town Veterinary
18237,Riverbank,37.73,-120.95,Oakdale Veterinary Group
18238,Riverbank,37.73,-120.95,Modesto Veterinary Hospital Inc.
18239,Riverbank,37.73,-120.95,Yosemite Veterinary Hospital
18240,Riverbank,37.73,-120.95,Salida Veterinary Hospital
18241,Riverbank,37.73,-120.95,Ripon Veterinary Hospital
18242,Riverbank,37.73,-120.95,Ceres Veterinary Clinic
18245,Riverbank,37.73,-120.95,Crows Landing Vet
19985,Orange,33.83,-117.85,Pico Veterinary Clinic
20010,Orange,33.83,-117.85,Greek & Associates Veterinary Hospital
20171,Menifee,33.7,-117.19,Sun City Veterinary Clinic
20172,Menifee,33.7,-117.19,French Valley Veterinary Hospital
20173,Menifee,33.7,-117.19,Murrieta Oaks Veterinary Hospital & Pet Hotel
20174,Menifee,33.7,-117.19,Clinton Keith Veterinary Hospital
20175,Menifee,33.7,-117.19,Mesa Mobile Veterinary Clinic
20178,Menifee,33.7,-117.19,Perris Valley Veterinary Clinic
20179,Menifee,33.7,-117.19,Valley veterinary clinic
20180,Menifee,33.7,-117.19,California Veterinary Specialist
20181,Menifee,33.7,-117.19,Old Town Veterinary Hospital
20183,Menifee,33.7,-117.19,VCA California Oaks Animal Hospital
20190,Bonita,32.67,-117.01,Jamul Veterinary Clinic
20366,Walnut Creek,37.86,-122.07,Danville Veterinary
20371,Walnut Creek,37.86,-122.07,Blackhawk Veterinary Hospital
20384,Walnut Creek,37.86,-122.07,Danville Veterinary Hospital
20400,Walnut Creek,37.86,-122.07,Tassajara Veterinary Clinic
20475,Eureka,40.8,-124.15,Eureka Veterinary Hospital
21097,Santa Barbara,34.43,-119.68,Advanced Veterinary Specialists
21099,Santa Barbara,34.43,-119.68,advanced veterinary specialists
21100,Santa Barbara,34.43,-119.68,Carpinteria Veterinary Hospital
21462,Scotts Valley,37.06,-122.01,Boulder Creek Veterinary Clinic
21627,Tonyville,36.2,-119.08,Exeter Veterinary Hospital
21628,Tonyville,36.2,-119.08,Henderson Veterinary Hospital
21812,San Jacinto,33.81,-117.02,Pet's Vet Veterinary Clinic
21813,San Jacinto,33.81,-117.02,Banning Veterinary Hospital
21887,Grand Terrace,34.03,-117.31,Sunnymead Veterinary Clinic
21888,Grand Terrace,34.03,-117.31,Dr. Park Veterinary Clinic
21947,West Sacramento,38.59,-121.54,South Davis Vet
22402,Clearlake,38.96,-122.64,Clearlake Veterinary Clinic
22412,Cotati,38.31,-122.7,Valley Of The Moon Veterinary
23240,Stockton,37.95,-121.28,Central Valley Veterinary Hospital
23247,Stockton,37.95,-121.28,Northgate Veterinary
23251,Stockton,37.95,-121.28,Dr. Raj Veterinary
23271,Laton,36.43,-119.69,Hanford  Veterinary Hospital
23272,Laton,36.43,-119.69,Kingsburg Veterinary Clinic
23273,Laton,36.43,-119.69,South County Veterinary Hospital
23274,Yountville,38.41,-122.36,Silverado Veterinary
23275,Yountville,38.41,-122.36,Arroyo Veterinary Hospital
23276,Yountville,38.41,-122.36,Napa Valley Veterinary Hospital
23310,Rancho California,33.48,-117.22,South Temecula Veterinary Hospital & Pet Hotel
23319,Rancho California,33.48,-117.22,Alvarado Veterinary Hospital
23320,Rancho California,33.48,-117.22,Vail Ranch Veterinary Hospital
23322,Rancho California,33.48,-117.22,VCA Pet Medical Center
23323,Rancho California,33.48,-117.22,Vineyard Veterinary Hospital
23325,Rancho California,33.48,-117.22,Fallbrook Veterinary Hospital
23327,Rancho California,33.48,-117.22,South temecula veterinary hospital
23328,Rancho California,33.48,-117.22,La Cresta Mobile Veterinary Services
